Name,ProductPrice,ProductStyle,Fabric,Brand,FabricType,Silhouette,Season,Pattern,WashCase,ColorGroup,TotalSales,FirstMonthSale,SecondMonthSale
Ruched empire chiffon ruffle flounce maxi dress,129.95,Dress,Polyester,NEWBURY STREET,WOVEN,Empire Waist,,,Shell 100%polyester lining 100%polyester turn garm,Green,1,6,1
Shoulder tie floral print chiffon sweetheart dress,89.95,Dress,Polyester,NEWBURY STREET,WOVEN,Fit-and-flare,,,MACHINE WASH,Green,3,0,3
Ponte knit pencil skirt,84.95,Skirt,Ponte Knit,ZAPELLE,KNITS,,,,MACHINE WASH,Black,1,6,1
Cotton poplin trapunto waist midi shirtdress,99.95,Dress,Cotton Poplin,eShakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Navy,1,1,1
Contrast collar ruffle poplin belted shirtdress,89.95,Dress,Cotton Poplin,ZAPELLE,WOVEN,Shirtdress,Year-Round,,MACHINE WASH,Black,2,3,2
Handkerchief hem colorblock poplin dress,79.95,Dress,Cotton Poplin,eShakti,WOVEN,Fit-and-flare,,Stripes,MACHINE WASH,Black,1,1,1
Poplin trapunto banded waist dress,58.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Navy,6,14,6
Poplin trapunto banded waist dress,89.95,Dress,Cotton Poplin,eShakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Green,1,1,1
Sash tie cotton poplin surplice peplum top,69.95,Top,Cotton Poplin,Zapelle,WOVEN,,Year-Round,,MACHINE WASH,White,2,3,2
Obi belt cotton poplin peplum top,39.95,Top,Cotton Poplin,Zapelle,WOVEN,,Year-Round,,MACHINE WASH,White,4,6,4
Wide leg cotton poplin crop culottes,79.95,Pant,Cotton Poplin,eshakti,KNITS,,Year-Round,,DRY CLEAN,Black,3,1,3
Contrast top-stitch cotton poplin shift dress,79.95,Dress,Cotton Poplin,ZAPELLE,WOVEN,Shift,Year-Round,,MACHINE WASH,Black,4,4,4
Faux leather trim cotton poplin skirt,69.95,Skirt,Cotton Poplin,Zapelle,WOVEN,,,,MACHINE WASH,Black,1,0,1
Drop waist cotton poplin high-low trench dress,89.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Black,1,0,1
Shawl collar cotton poplin shirtdress,89.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,White,2,3,2
Cotton poplin release pleat shirtdress,89.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Navy,4,4,4
Lattice trim cotton poplin shirtdress,72.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,White,7,13,7
Bow-tie cotton poplin shirt,69.95,Top,Cotton Poplin,Zapelle,WOVEN,,,,MACHINE WASH,Black,1,0,1
Drop waist cotton poplin trench dress,89.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,White,1,8,1
Button-tab waist cotton poplin shirtdress,89.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Navy,3,4,3
Faux-wrap mixed media belted dress,54.95,Dress,Cotton Spandex,eShakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Black,1,0,1
Colorblock cotton jersey palazzo jumpsuit,89.95,Jumpsuit,Cotton Spandex,Zapelle,KNITS,,,,MACHINE WASH,Blue,1,3,1
Jersey knit and paper bag waist cotton chambray ju,64.95,Jumpsuit,Cotton Spandex,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Indigo,8,6,8
Faux leather trim cotton knit jumpsuit,89.95,Jumpsuit,Cotton Jersey Knit,eShakti,WOVEN,,Year-Round,,MACHINE WASH,Black,3,2,3
Button tab trim cotton knit jumpsuit,89.95,Jumpsuit,Cotton Jersey Knit,eshakti,KNITS,,,,MACHINE WASH,Black,3,0,3
Cotton jersey vented tunic,34.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,Year-Round,,MACHINE WASH,Navy,5,10,5
Cape sleeve cotton knit dress,84.95,Dress,Cotton Jersey Knit,ZAPELLE,KNITS,Fit-and-flare,,,MACHINE WASH,Gray,2,2,2
Cotton knit tunic and pants set,79.95,Jumpsuit,Cotton Jersey Knit,eshakti,KNITS,,Fall Winter,,MACHINE WASH,Black,6,15,6
Asymmetric hem cotton knit shift dress,87.45,Dress,Cotton Jersey Knit,ZAPELLE,KNITS,Shift,Fall Winter,,MACHINE WASH,Green,4,10,4
Cotton jersey midi wrap dress,64.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Blue,3,4,3
Ruched cross front cotton knit dress,99.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Year-Round,,MACHINE WASH,Navy,2,3,2
Obi belt cotton jersey palazzo jumpsuit,89.95,Jumpsuit,Cotton Jersey Knit,ZAPELLE,WOVEN,,Year-Round,,MACHINE WASH,Black,3,0,3
Colorblock cotton jersey and poplin vented tunic,34.95,Top,Cotton Jersey Knit,ZAPELLE,WOVEN,,,,MACHINE WASH,Black,2,8,2
Drape neck cotton jersey fit-and-flare dress,54.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Year-Round,,MACHINE WASH,Gray,4,7,4
Button pocket cotton jersey flounce skirt,69.95,Skirt,Cotton Jersey Knit,eshakti,KNITS,,,,MACHINE WASH,Gray,1,2,1
Cape sleeve cotton jersey dress,84.95,Dress,Cotton Jersey Knit,eShakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Blue,1,2,1
Drape neck cotton jersey fit-and-flare dress,84.95,Dress,Cotton Jersey Knit,eShakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Blue,3,2,3
Cotton jersey knit hoodie tunic,69.95,Top,Cotton Jersey Knit,eshakti,KNITS,,Year-Round,,MACHINE WASH,Gray,2,1,2
Cotton jersey knit hoodie pullover,39.95,Top,Cotton Jersey Knit,ZAPELLE,KNITS,,Fall Winter,,MACHINE WASH,Red,1,0,1
Tie waist empire cotton jersey palazzo jumpsuit,89.95,Jumpsuit,Cotton Jersey Knit,Zapelle,KNITS,,Year-Round,,MACHINE WASH,Black,1,7,1
Tie waist empire cotton jersey palazzo jumpsuit,89.95,Jumpsuit,Cotton Jersey Knit,eshakti,KNITS,,Fall Winter,,MACHINE WASH,Red,6,11,6
Drape neck cotton jersey fit-and-flare dress,99.95,Dress,Cotton Jersey Knit,eShakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Green,3,5,3
Drape neck cotton jersey fit-and-flare dress,84.95,Dress,Cotton Jersey Knit,eShakti,KNITS,Fit-and-flare,Year-Round,,MACHINE WASH,Navy,1,4,1
Drape neck cotton jersey fit-and-flare dress,79.95,Dress,Cotton Jersey Knit,eShakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Red,3,5,3
Zip neck cotton jersey top,99.95,Top,Cotton Jersey Knit,ZAPELLE,KNITS,,Fall Winter,,MACHINE WASH,Red,2,8,2
Button pocket cotton jersey flounce skirt,64.95,Skirt,Cotton Jersey Knit,eShakti,KNITS,,Year-Round,,MACHINE WASH,Black,1,1,1
High-low hem cotton jersey skirt,54.95,Skirt,Cotton Jersey Knit,ZAPELLE,KNITS,,Year-Round,,MACHINE WASH,Red,1,0,1
Cotton jersey palazzo jumpsuit,89.95,Jumpsuit,Cotton Jersey Knit,Zapelle,KNITS,,Year-Round,,MACHINE WASH,Red,1,3,1
Cotton jersey palazzo jumpsuit,89.95,Jumpsuit,Cotton Jersey Knit,Zapelle,KNITS,,Year-Round,,MACHINE WASH,Black,1,2,1
Contrast trim cotton jersey romper,89.95,Jumpsuit,Cotton Jersey Knit,Zapelle,KNITS,,,,MACHINE WASH,Green,1,5,1
Contrast trim cotton jersey surplice dress,59.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Navy,3,16,3
Cotton jersey palazzo jumpsuit,89.95,Jumpsuit,Cotton Jersey Knit,Zapelle,KNITS,,Year-Round,,MACHINE WASH,Black,4,4,4
Wide-leg cotton jersey sash-tie pants,79.95,Pant,Cotton Jersey Knit,Zapelle,KNITS,,Year-Round,,MACHINE WASH,Green,2,2,2
Zip front cotton jersey jumpsuit,89.95,Jumpsuit,Cotton Jersey Knit,Zapelle,KNITS,,Year-Round,,MACHINE WASH,Navy,4,5,4
Cotton jersey drape front top and wide-leg pant se,89.95,Jumpsuit,Cotton Jersey Knit,Zapelle,KNITS,,Year-Round,,MACHINE WASH,Black,1,0,1
Cotton jersey drape front top and wide-leg pant se,89.95,Jumpsuit,Cotton Jersey Knit,Zapelle,KNITS,,Year-Round,,MACHINE WASH,Navy,2,4,2
Cotton jersey drape front top and wide-leg pant se,89.95,Jumpsuit,Cotton Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Red,4,2,4
Cotton jersey wide-leg jumpsuit and hoodie duster,89.95,Jumpsuit,Cotton Jersey Knit,Zapelle,KNITS,,,,MACHINE WASH,Navy,1,2,1
Asymmetric hem cotton jersey skirt,74.95,Skirt,Cotton Jersey Knit,Zapelle,KNITS,,,,MACHINE WASH,Black,3,3,3
Cotton jersey jogger style jumpsuit,89.95,Jumpsuit,Cotton Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Black,2,7,2
Cotton jersey high-low hoodie tunic,69.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Red,2,5,2
Asymmetric hem cotton jersey tunic top,59.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Green,1,1,1
Asymmetric hem cotton jersey tunic top,69.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,,,MACHINE WASH,Black,1,0,1
Zip front cotton jersey asymmetric wrap tunic,52.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Blue,6,6,6
High-low hem cotton jersey A-line dress,44.95,Dress,Cotton Jersey Knit,Zapelle,KNITS,Shift,Fall Winter,,MACHINE WASH,Green,3,11,3
Cotton jersey midi wrap dress,59.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Purple,1,4,1
Cape sleeve cotton jersey dress,84.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Purple,4,3,4
Cat print crepe tunic top,74.95,Top,Poly Crepe de Chine,eshakti,WOVEN,,,,MACHINE WASH,White,1,1,1
Bow tie cat print crepe dress,74.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Fit-and-flare,,Whimsical,MACHINE WASH,White,2,10,2
Floral print crepe drawstring empire maxi dress,89.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Red,1,0,1
Tie waist floral print crepe empire dress,99.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,Floral,MACHINE WASH,Orange,5,5,5
Floral print dupioni mixed media dress,119.95,Dress,Cotton Polyester Spandex,eShakti,WOVEN,Fit-and-flare,,Floral,hand wash or machine wash cold drip dry iron low w,Off-white,2,4,2
Lace-up front cotton denim skirt,56.95,Denim Skirt,Denim,eshakti,WOVEN,,,,100% COTTON MACHINE WASH,Indigo,2,11,2
Self-belted waist cotton denim skirt,56.95,Denim Skirt,Denim,eshakti,WOVEN,,,,100% COTTON MACHINE WASH,Indigo,1,2,1
Wide leg denim jeans,81.95,Jeans,Denim,eshakti,WOVEN,,Year-Round,,90%cotton/9%polyester/1%spandex machine wash,Indigo,6,7,6
Scallop poplin collar cotton knit shirtdress,94.95,Dress,Polyester,eshakti,KNITS,Fit-and-flare,,,MACHINE WASH,Gray,1,0,1
Ruffle hem cotton poplin dress,89.95,Dress,Cotton Poplin,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,White,1,3,1
Scallop poplin collar cotton knit shirtdress,69.95,Dress,Cotton Poplin,eShakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Green,1,2,1
Shawl collar surplice poplin dress,79.95,Dress,Cotton Poplin,eShakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Black,1,0,1
Notch collar poplin coat style dress,64.95,Dress,Cotton Poplin,eShakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Black,2,9,2
Shawl collar surplice poplin dress,64.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Navy,1,2,1
Shawl collar surplice cotton poplin dress,64.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,Green,1,0,1
Tie waist empire cotton knit dress,69.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Year-Round,,MACHINE WASH,Black,2,5,2
Ruched bodice cotton knit dress,89.95,Dress,Cotton Jersey Knit,eShakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Red,1,3,1
Tie waist empire cotton knit dress,59.95,Dress,Cotton Jersey Knit,eShakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Green,2,5,2
Banded empire cotton knit dress,119.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,,,MACHINE WASH,Blue,3,19,3
Tux pleat front cotton jersey knit dress,59.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Green,1,3,1
Tux pleat front cotton jersey dress,64.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Year-Round,,MACHINE WASH,Navy,9,3,9
Tux pleat front cotton jersey dress,84.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Blue,3,2,3
Tux pleat front cotton jersey dress,64.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Red,1,3,1
Banded empire cotton jersey dress,59.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Green,10,7,10
Banded empire cotton jersey dress,109.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Purple,7,62,7
Plunge floral print crepe maxi dress,109.96,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Navy,5,11,5
Plunge floral print crepe jumpsuit,114.95,Jumpsuit,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Navy,13,24,13
Duster front crepe crop jumpsuit,59.95,Jumpsuit,Polyester Crepe de Chine,ZAPELLE,WOVEN,,,,MACHINE WASH,Navy,6,11,6
Cotton knit asymmetric flounce dress,59.95,Dress,Cotton Jersey Knit,eShakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Red,1,3,1
Floral embroidery illusion mesh dress,114.95,Dress,Mesh,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,hand wash,Black,4,0,4
Sequin embellished mesh shirt,79.95,Top,Mesh,Zapelle,WOVEN,,Fall Winter,,DRY CLEAN,Black,2,4,2
Zip front stretch denim shift dress,79.95,Denim Dress,Denim,eshakti,WOVEN,,Year-Round,,100% COTTON MACHINE WASH,Indigo,1,1,1
Floral wool embellished cotton denim release pleat,89.95,Denim Dress,Denim,WAYWARD FANCIES,WOVEN,,,,100% COTTON MACHINE WASH,Indigo,2,1,2
Floral embellished light indigo jeans,109.95,Jeans,Denim,Zapelle,WOVEN,,Year-Round,,79% cotton 18% polyester 3% spandex,Indigo,2,2,2
Side button denim overalls,119.95,Denim Jumpsuit,Denim,Zapelle,WOVEN,,Year-Round,,79% cotton 18% polyester 3% spandex,Indigo,1,1,1
Cotton denim smocked waist peplum top,69.95,Denim Shirts,Denim,Zapelle,WOVEN,,,,MACHINE WASH,Indigo,1,2,1
Cotton denim contrast topstitch shirt,79.95,Denim Shirts,Denim,Zapelle,WOVEN,,,,MACHINE WASH,Indigo,1,2,1
Light indigo cotton denim jacket,79.95,Denim Jacket,Denim,Zapelle,WOVEN,,,,MACHINE WASH,Indigo,1,1,1
Light indigo denim overall jumpsuit,119.95,Denim Jumpsuit,Denim,Zapelle,WOVEN,,,,MACHINE WASH,Indigo,1,5,1
Deep wash cotton denim pleat skirt,79.95,Denim Skirt,Denim,Zapelle,WOVEN,,,,MACHINE WASH,Indigo,1,4,1
Cotton denim ruched tier skirt,69.95,Denim Skirt,Denim,Zapelle,WOVEN,,,,hand wash,Indigo,1,0,1
Cotton denim high-rise cargo pants,99.95,Jeans,Denim,Zapelle,WOVEN,,,,hand wash,Blue,2,0,2
Drawstring empire gauze maxi dress,119.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,hand wash,Black,3,24,3
Lace trim floral embroidery crinkle top,49.95,Top,Rayon,WAYWARD FANCIES,WOVEN,,Spring Summer,,MACHINE WASH,Off-white,6,9,6
Lace trim floral vine embroidery crinkle shirt,79.95,Top,Rayon,WAYWARD FANCIES,WOVEN,,Spring Summer,,MACHINE WASH,Off-white,1,5,1
Ruffle flounce floral print rayon empire dress,89.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Shift,,Floral,DRY CLEAN,Green,1,0,1
Pintuck pleat floral print rayon smocked waist dre,59.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,White,2,16,2
Ruffle frill trim ruched floral print rayon blouse,74.95,Top,Rayon,WAYWARD FANCIES,WOVEN,,,,hand wash,Orange,3,3,3
Smocked waist geo print rayon lace trim dress,74.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Graphic,hand wash,White,2,2,2
Ikat print rayon elastic waist dress,69.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Graphic,hand wash,Green,1,13,1
Pleat waist paisley print rayon romper,59.95,Jumpsuit,Rayon,Zapelle,WOVEN,,,,hand wash,White,13,19,13
Paisley print rayon drop waist tiered dress,84.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Shift,,Floral,hand wash,Beige,2,9,2
Tassel tie floral print rayon ruched empire dress,74.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Green,1,4,1
Tassel tie paisley print rayon elastic waist dress,74.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Graphic,hand wash,Yellow,1,4,1
Stripe print rayon pintuck pleat shift dress,99.95,Dress,Rayon,Zapelle,WOVEN,Shirtdress,,Stripes,hand wash,Blue,3,16,3
Floral print rayon shift shirt dress,64.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Shirtdress,,Floral,MACHINE WASH,White,2,4,2
Pintuck pleat floral print rayon shift dress,89.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Shift,,Floral,MACHINE WASH,Off-white,22,1,22
Ruffle frill floral print rayon pintuck pleat dres,89.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Shift,,Floral,MACHINE WASH,Orange,1,0,1
Graphic embroidery tulle overlay floral print crep,89.95,Dress,Tulle,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Black,2,8,2
Graphic embroidery tulle overlay ocean print crepe,109.95,Dress,Tulle,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Black,2,4,2
Floral embroidery tulle A-line dress,109.95,Dress,Tulle,WAYWARD FANCIES,WOVEN,Shift,Fall Winter,,DRY CLEAN,Black,3,35,3
Floral embroidery illusion tulle top,79.95,Top,Tulle,WAYWARD FANCIES,WOVEN,,Fall Winter,,hand wash,Black,1,3,1
Raw edge ruffle sheer tulle skirt,54.95,Skirt,Tulle,WAYWARD FANCIES,KNITS,,Fall Winter,,MACHINE WASH,Black,3,13,3
Ruffle frill trim sheer tulle dress,99.95,Dress,Tulle,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Black,3,17,3
Floral butterfly embroidery Egyptian Giza cotton v,89.95,Dress,Voile,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,White,3,1,3
Tassel tie floral embroidery Egyptian Giza cotton ,89.95,Dress,Voile,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,White,2,1,2
Floral lace trim Egyptian Giza cotton voile tiered,79.95,Dress,Voile,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Black,2,7,2
Floral embroidery Egyptian Giza cotton voile lace ,54.95,Top,Voile,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Black,5,5,5
Floral embroidery Egyptian Giza cotton voile lace ,79.95,Top,Voile,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,White,1,6,1
Pintuck pleat Egyptian Giza cotton voile blouse,42.95,Top,Voile,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Black,2,7,2
Pintuck pleat Egyptian Giza cotton voile top,46.95,Top,Voile,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,White,7,6,7
Graphic floral embroidery Egyptian Giza cotton voi,49.95,Top,Voile,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Black,1,7,1
Shirred Egyptian Giza cotton voile top,69.95,Top,Voile,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,White,2,4,2
Floral embroidery Giza cotton voile tiered dress,93.45,Dress,Voile,WAYWARD FANCIES,WOVEN,Shift,,,MACHINE WASH,White,6,19,6
Floral vine embroidery Egyptian Giza cotton voile ,79.95,Top,Voile,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,White,3,7,3
Floral vine embroidery Egyptian Giza cotton voile ,89.95,Dress,Voile,WAYWARD FANCIES,WOVEN,Shift,,,MACHINE WASH,White,1,3,1
Godet inset floral print cotton voile trapeze dres,79.95,Dress,Voile,WAYWARD FANCIES,WOVEN,Shift,,Floral,MACHINE WASH,Red,4,18,4
Floral print cotton voile ruffle flounce dress,94.95,Dress,Voile,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,White,3,6,3
Floral print cotton voile belted shirtdress,84.95,Dress,Voile,eshakti,WOVEN,,Sale,,MACHINE WASH,Pink,3,6,3
Floral print cotton voile shirtdress,84.95,Dress,Voile,eshakti,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,White,2,4,2
Ruffle floral print cotton voile smocked dress,88.95,Dress,Voile,eshakti,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Orange,3,20,3
Lace trim floral block print cotton voile empire d,72.95,Dress,Voile,WAYWARD FANCIES,WOVEN,Shift,,Floral,MACHINE WASH,Navy,4,12,4
Floral print cotton voile tunic dress,69.95,Dress,Voile,WAYWARD FANCIES,WOVEN,Shift,,Floral,MACHINE WASH,White,14,61,14
Floral print cotton voile drawstring kaftan,69.95,Dress,Voile,WAYWARD FANCIES,WOVEN,A-Line,,,hand wash,Green,4,42,4
Smocked paisley motif print cotton voile jumpsuit,79.95,Jumpsuit,Voile,Zapelle,WOVEN,,,,MACHINE WASH,White,3,20,3
Floral bird print cotton voile ruffle flounce dres,79.95,Dress,Voile,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Green,1,1,1
Floral bird print cotton voile ruffle flounce dres,79.95,Dress,Voile,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,White,1,4,1
Floral print cotton voile shirt dress,89.95,Dress,Voile,WAYWARD FANCIES,WOVEN,Shirtdress,,Floral,MACHINE WASH,Blue,12,6,12
Shirred Giza cotton voile blouse,69.95,Top,Voile,Zapelle,WOVEN,,,,,White,2,0,2
Lattice trim floral print cotton voile banded empi,89.95,Dress,Voile,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Multi-colored,3,0,3
Floral print cotton voile smocked waist dress,99.95,Dress,Voile,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Multi-colored,2,0,2
Floral print cotton voile tiered shift dress,74.95,Dress,Cotton,WAYWARD FANCIES,WOVEN,,Sale,,MACHINE WASH,Pink,12,10,12
Graphic cotton eyelet smocked waist shirt dress,79.95,Dress,Eyelet,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Brown,1,20,1
Lace trim linear floral cotton eyelet jumpsuit,79.95,Jumpsuit,Eyelet,Zapelle,WOVEN,,,,MACHINE WASH,White,2,1,2
Floral cotton embroidery ruched empire dress,74.95,Dress,Eyelet,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,White,6,7,6
Ruched waist stretch velvet dress,79.95,Dress,Velvet,WAYWARD FANCIES,KNITS,Fit-and-flare,Fall Winter,,DRY CLEAN,Green,1,1,1
Stretch velvet shirt,69.95,Top,Velvet,Zapelle,KNITS,,Fall Winter,,DRY CLEAN,Pink,1,3,1
Floral embellished illusion tulle and dupioni dres,129.95,Dress,Dupioni,WAYWARD FANCIES,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Black,3,19,3
Floral embellished illusion tulle and dupioni dres,94.95,Dress,Dupioni,WAYWARD FANCIES,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,White,3,2,3
Floral embroidered dupioni dress,114.95,Dress,Dupioni,WAYWARD FANCIES,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Navy,3,8,3
Floral embroidered dupioni dress,129.95,Dress,Dupioni,WAYWARD FANCIES,WOVEN,Fit-and-flare,Year-Round,Floral,hand wash or machine wash cold drip dry iron low w,Black,1,3,1
Floral embellished dupioni A-line dress,119.95,Dress,Dupioni,WAYWARD FANCIES,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Navy,15,43,15
Floral embroidery illusion tulle and dupioni dress,114.95,Dress,Dupioni,WAYWARD FANCIES,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Black,3,0,3
Floral print dupioni cocktail dress,119.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Fall Winter,Floral,hand wash or machine wash cold drip dry iron low w,Off-white,1,6,1
Floral print dupioni release pleat dress,99.95,Dress,Dupioni,eshakti,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Pink,2,3,2
